name,ra_deg,dec_deg,vmag,spectral,parallax_mas,pmra_mas,pmdec_mas
HIP 38300,117.69733913,3.27732483,6.17,K1III,8.48,57.66,-29.54
HIP 38303,117.71294838,4.45939601,6.49,G5,8.43,-15.07,48.39
HIP 38306,117.72258006,0.07954261,6.38,K2III,7.88,17.04,5.47
HIP 38307,117.73016385,-11.12852084,6.16,K0,7.93,-0.88,-33.2
HIP 38316,117.75034183,-24.52848631,6.43,B9.5V,6.46,-2.86,-29.17
HIP 38319,117.75987223,33.2336363,6.06,A2m,15.69,-17.78,7.02
HIP 38325,117.77396083,54.12911093,6.03,F6V,33.32,-40.3,53.28
HIP 38349,117.81393599,37.08215389,6.49,K2,8.29,-2.06,-28.19
HIP 38355,117.83476239,-43.09524646,6.34,B2IV-V,2.06,-5.41,5.88
HIP 38370,117.91817864,-42.88822205,6.05,B2IV,1.85,-6.44,8.14
HIP 38372,117.92035359,-12.81939332,6.37,F3IV,13.37,8.25,-4.96
HIP 38373,117.92498666,1.76687765,5.12,B8II,7.76,-13.97,-3.78
HIP 38375,117.92939105,-21.17374245,5.62,K0III,11.9,-45.76,33.27
HIP 38382,117.94309895,-13.89719057,5.16,G2V,59.98,-68.46,-344.83
HIP 38394,117.98667865,19.32517752,6.03,K1III:,7.85,-48.52,-38.2
HIP 38406,118.02983762,3.27753363,6.3,M5,7.77,49.07,-79.02
HIP 38414,118.05435622,-40.57579889,3.71,G5III...,9.46,-13.89,5.3
HIP 38423,118.06584635,-34.70602121,5.01,F3/F5V,55.48,-198.24,238.13
HIP 38427,118.07868058,-14.84617833,5.69,F2IV/V,2.75,-7.73,1.34
HIP 38438,118.12394382,-54.36718432,5.7,B1.5IV,2.23,-5.44,8.01
HIP 38449,118.15188452,55.20954589,6.36,A0Vn,7.41,-21.76,-42.2
HIP 38455,118.16105542,-38.86282206,4.49,B2V,5.09,-9.49,4.02
HIP 38474,118.19946278,-5.42818693,5.76,F5IVs,24.45,-21.36,-28.8
HIP 38497,118.26464297,-36.36377387,5.44,K1IIICN...,4.31,-10.82,1.82
HIP 38500,118.26517655,-49.61307949,4.63,B1.5Vp,4.53,-8.44,14.65
HIP 38518,118.32567862,-48.10294824,4.22,B0.5Ib,1.68,-4.9,5.89
HIP 38538,118.37431874,26.76585858,4.97,A3V,12.82,-34.02,-31.17
HIP 38593,118.54588048,-35.87729557,5.48,B2V,4.07,-3.88,3.41
HIP 38623,118.62199178,47.38597337,6.25,K2III:,5.3,-16.08,3.55
HIP 38635,118.66636484,-34.84668366,6.14,K4III,4.81,-16.0,-11.96
HIP 38639,118.6780776,47.56459225,5.47,K4III,6.42,-48.4,1.48
HIP 38656,118.72246913,-57.30288338,5.62,K3/K4III,9.5,-69.25,31.64
HIP 38667,118.75182427,-52.58335768,6.36,B8III,3.25,-13.58,11.49
HIP 38686,118.80777774,-30.91771061,6.45,K4III,2.52,-25.93,27.6
HIP 38712,118.88099024,8.8630571,5.86,F2IV,26.21,-6.92,-89.51
HIP 38722,118.91626746,19.88406657,5.38,A0Vs,9.61,-14.67,-39.79
HIP 38723,118.9202868,35.41274781,6.23,A3p,16.55,-56.04,-26.18
HIP 38732,118.94414755,-43.84505768,6.02,B6V,3.81,-12.42,1.4
HIP 38783,119.07772578,-60.52646168,5.74,K4II,2.62,-4.33,10.59
HIP 38792,119.09468059,-30.28453466,6.28,M5/M6III,2.67,-1.53,-14.44
HIP 38794,119.09962936,4.48558456,6.16,G8III,3.86,-6.42,-7.32
HIP 38827,119.19475729,-52.98240062,3.46,B3IVp,8.43,-28.38,16.76
HIP 38835,119.21482616,-22.88014849,4.2,F7/F8II,6.49,-29.61,12.28
HIP 38846,119.2408718,-43.50042396,5.36,B2.5V,2.91,-10.6,5.31
HIP 38845,119.24088448,-42.4065153,6.09,K3III,4.64,21.49,16.42
HIP 38848,119.24778711,15.79038246,5.8,K3III,7.06,-28.28,-41.64
HIP 38863,119.30316882,-63.2968807,6.14,B8V,7.03,-0.61,18.96
HIP 38868,119.31617316,8.64127641,6.03,K0III,11.08,-3.43,-23.23
HIP 38870,119.31829276,1.1270223,6.35,F6V,17.09,-164.71,2.9
HIP 38872,119.32679394,-44.10987569,5.08,B2.5IV,2.54,-11.48,6.92
HIP 38879,119.33365125,-47.89072855,6.21,B5V,3.23,-9.12,9.46
HIP 38901,119.41713237,-30.33458703,4.76,A7III,2.26,-8.11,7.14
HIP 38908,119.44293578,-60.30336068,5.59,G2V...,61.76,518.38,118.86
HIP 38917,119.46555642,-45.57774475,5.14,K2III,10.87,-17.29,31.33
HIP 38925,119.47829592,-40.78436106,6.46,K0III,5.69,23.32,3.61
HIP 38945,119.52459597,7.21355485,6.42,A0V,3.87,-11.96,-10.26
HIP 38957,119.56018303,-49.24492865,4.47,B1Vp + B2,2.8,-7.48,6.91
HIP 38959,119.56888565,43.97736214,6.36,K0,6.3,38.82,4.94
HIP 38962,119.58644862,2.22452544,5.3,K0III,12.33,-162.54,99.28
HIP 38963,119.58946876,-51.44857837,6.44,A8/A9IV,6.29,-42.61,43.9
HIP 38975,119.63114807,16.51869028,6.05,K0,2.33,-7.3,-4.35
HIP 38994,119.71065387,-60.82448838,5.77,B2IVnpe,3.17,-4.54,10.73
HIP 39014,119.75754809,-45.21586305,5.98,B4V,3.03,-11.58,7.92
HIP 39023,119.77384363,-23.31040264,5.09,G8II,4.15,-11.74,2.75
HIP 39035,119.80129013,-49.97686927,6.35,B2IV-V,2.54,-5.37,7.53
HIP 39038,119.80652353,-49.97378939,6.37,B2IV-V,3.89,-10.57,7.29
HIP 39041,119.81573907,-73.24412159,6.33,A3III,7.97,-6.77,-20.33
HIP 39061,119.86843828,-39.29683773,5.22,F3V,17.28,-78.34,-43.68
HIP 39067,119.89611315,13.24220492,6.05,K2,10.83,-20.6,-16.16
HIP 39070,119.90644286,-60.58708857,5.19,M0II,3.12,-3.52,11.27
HIP 39073,119.9170508,-60.20737695,6.3,B8III,2.39,-4.41,10.68
HIP 39079,119.93410303,-3.67957835,4.93,K2III,13.06,-55.17,-1.84
HIP 39095,119.96689649,-18.39914242,4.61,A1V,13.69,-7.29,-35.07
HIP 39117,120.04898399,73.9180101,5.37,K3III,4.66,-8.43,-37.4
HIP 39122,120.06132736,-48.98161594,6.01,A2V,8.65,-34.18,43.93
HIP 39138,120.08320513,-63.56750271,4.81,B3V,6.02,-1.88,19.31
HIP 39153,120.12068883,-48.87177402,6.13,A0p,2.16,-5.97,2.57
HIP 39172,120.18390745,-2.88192476,6.41,B2.5Ve,1.05,-5.69,2.99
HIP 39177,120.19714045,17.30870968,5.6,K3III,4.52,-10.34,-2.73
HIP 39180,120.20040476,19.81623542,6.3,K1III,9.45,8.78,-8.03
HIP 39184,120.20818254,-54.15129599,5.87,B5Vn,4.66,-26.2,8.56
HIP 39191,120.23275932,25.39282019,5.87,G8III:,2.9,17.78,6.49
HIP 39194,120.25330632,23.58316149,6.34,K1III-IV,11.83,-19.63,-28.17
HIP 39198,120.26436586,-6.41908231,6.45,G5,15.01,-76.2,-46.23
HIP 39211,120.30540155,-1.39242418,4.69,K4III,6.9,65.97,-75.73
HIP 39213,120.30795569,4.87977849,5.65,A1V,9.42,-32.14,18.55
HIP 39221,120.33644785,59.04731836,5.78,F2:V:,22.94,25.3,32.64
HIP 39225,120.34603423,-54.51554272,6.12,B2IV-V,2.47,-5.9,5.24
HIP 39236,120.37619077,16.45532309,5.99,B9.5Vn,6.91,4.25,-5.94
HIP 39238,120.38160067,-55.45467367,6.28,B4V,4.88,-15.41,7.45
HIP 39251,120.40636615,-37.28373201,5.9,A3IV,5.48,-2.31,4.97
HIP 39261,120.42705665,60.32440752,6.02,A2p...,10.16,-33.56,-22.24
HIP 39263,120.43238778,25.08943685,6.32,A1V,5.45,-23.32,11.69
HIP 39271,120.46137519,8.91393208,6.22,G0IV,16.77,-1.32,24.2
HIP 39279,120.47999582,35.41308517,6.34,K0,4.96,-25.04,-6.78
HIP 39299,120.52554892,-37.05007505,6.31,M3III,3.96,3.44,13.11
HIP 39311,120.56647202,2.33431429,4.39,K2III,12.49,-28.04,105.49
HIP 39326,120.60819024,-6.33710792,6.34,G0III,9.18,6.27,-11.25
HIP 39340,120.62842941,63.09034005,6.09,G1III,6.24,-12.01,-13.79
HIP 39348,120.64926248,57.27377091,6.48,F8V,9.84,-38.28,-59.08
HIP 39360,120.68662049,-41.30986539,5.52,Ap Si,6.71,-6.11,15.23
HIP 39380,120.76737445,-32.46357097,5.83,K2/K3III,6.29,-13.05,9.61
HIP 39420,120.87341734,-42.94832058,6.28,G8II,4.18,-18.55,-2.68
HIP 39424,120.87957982,27.79441794,4.94,K2III,12.66,-28.53,-35.25
HIP 39429,120.89612561,-40.00318846,2.21,O5IAf,2.33,-30.82,16.77
HIP 39487,121.06747264,-32.67484684,5.25,M2II,1.39,-5.31,7.48
HIP 39514,121.13603787,-25.69969807,6.35,K5/M0III,3.96,-16.32,-16.01
HIP 39524,121.17258828,-19.72815612,6.12,B3III,2.07,-5.35,3.36
HIP 39527,121.17669801,-50.59039998,5.96,G5II,2.4,-8.61,1.7
HIP 39530,121.17891287,-62.83637455,6.25,B2.5Vn,2.61,-5.6,11.37
HIP 39535,121.18882813,18.84206757,6.21,B9V,10.92,-25.73,-19.63
HIP 39538,121.19660915,79.47974268,5.39,A0p...,9.88,-36.46,-53.75
HIP 39566,121.26544452,-53.1079136,5.52,K3/K4III,8.29,2.46,-3.08
HIP 39567,121.2687908,13.11837053,5.14,A1V,15.49,-35.2,-63.86
HIP 39584,121.33461827,-46.97842667,6.18,B3Vnp,1.69,-6.07,6.43
HIP 39607,121.40439059,27.52976278,6.21,A0V,3.49,5.34,-11.11
HIP 39617,121.43704092,-33.56944572,6.15,G1Ib,0.96,-7.62,4.24
HIP 39625,121.45683895,-0.57332266,6.4,K0,4.58,-13.47,1.09
HIP 39659,121.57666469,22.63551163,5.96,M3III,5.21,-7.43,-9.03
HIP 39675,121.61423328,-9.24446994,6.25,B9V,4.11,-5.84,5.19
HIP 39690,121.66809949,-45.26604229,5.04,K3III,2.63,-5.28,11.0
HIP 39691,121.67338693,-48.49741254,6.34,B3III,2.38,-6.95,9.78
HIP 39722,121.79147297,43.26044834,6.35,A1V,6.9,-12.56,-34.36
HIP 39734,121.82519225,-20.55434589,5.33,A3Ib/II,2.67,-10.36,1.65
HIP 39757,121.88625899,-24.30443677,2.83,F2mF5IIp,51.99,-83.29,46.38
HIP 39780,121.9410051,21.58197937,5.3,G2IV,42.86,23.08,-67.23
HIP 39794,121.98266997,-68.61713647,4.35,B6IV,5.08,-29.88,30.58
HIP 39843,122.10271092,-63.80083385,6.32,B6V,4.17,-7.68,5.41
HIP 39847,122.11459795,51.50667575,4.78,A2V,14.96,-60.1,-2.15
HIP 39863,122.14857362,-2.98377649,4.36,G2Ib,1.76,-16.79,-3.89
HIP 39866,122.15686745,-37.68124187,6.36,B3V,1.84,-7.81,8.71
HIP 39874,122.17684992,13.64094892,6.25,F3V,11.72,2.56,-13.08
HIP 39876,122.18159545,-20.36317828,6.37,A3III,2.25,-7.25,2.25
HIP 39898,122.23689529,-11.33964517,6.31,A0Vn,4.47,-14.8,-2.04
HIP 39903,122.25357658,-61.3017058,4.74,F5V,46.75,-155.04,-297.69
HIP 39906,122.2568477,-19.24500094,4.4,B5V,6.9,-9.97,-5.46
HIP 39919,122.28964371,-48.68440955,5.66,B8Ib/II,3.75,-10.3,-1.26
HIP 39920,122.29245558,-35.45504736,6.21,G8III,8.37,-0.44,13.41
HIP 39938,122.34608921,42.43078783,6.26,K3III:,5.32,-10.93,-73.67
HIP 39943,122.36891634,-16.24890678,5.66,B4V,3.54,-8.83,-6.19
HIP 39953,122.38314727,-47.33661177,1.75,WC8 + O9I,3.88,-5.93,9.9
HIP 39957,122.39013231,-56.08547484,5.66,A3m...,8.58,1.56,37.14
HIP 39958,122.3966208,29.09309528,6.47,G0II,0.83,-10.58,-7.91
HIP 39961,122.39967933,-44.12277919,5.2,B2IV-V,2.87,-11.98,2.54
HIP 39970,122.4298316,-47.9372165,5.23,B1IVe,3.54,-6.31,9.6
HIP 39974,122.44875204,-42.64082338,6.27,B+...,3.33,-8.72,8.41
HIP 39995,122.51583214,58.2484227,5.91,K4III:,5.82,-19.45,-74.21
HIP 40007,122.55464962,25.84455571,6.44,K0,3.16,-15.12,-30.84
HIP 40016,122.58571945,-49.23735993,6.46,B3IV,2.0,-10.01,5.24
HIP 40023,122.61344988,25.50817993,5.73,G8IV,23.82,-71.82,-348.06
HIP 40035,122.66656902,-13.79934746,5.53,F7V,44.47,-250.56,57.68
HIP 40058,122.74540846,14.62951511,6.22,A1V,5.61,-22.3,-16.78
HIP 40063,122.75702941,-37.29238656,6.42,B0III,1.33,-4.72,5.82
HIP 40077,122.79501934,-48.46200365,5.83,B3V,4.48,-17.24,4.02
HIP 40084,122.81800545,-12.92701835,4.72,K0III,17.64,-26.04,8.08
HIP 40085,122.81918033,9.82126887,6.08,B6III,3.74,-6.92,-15.99
HIP 40086,122.82513547,54.5404658,6.48,G5,5.87,47.34,-93.7
HIP 40091,122.83958436,-39.61855304,4.44,K4III,1.74,-8.91,3.1
HIP 40096,122.85790344,-42.98728888,4.73,A7Ib,0.7,-5.33,4.6
HIP 40107,122.88762397,-7.77247623,5.36,G8III,10.32,-42.98,-25.84
HIP 40155,122.99988027,-46.64436989,5.77,F7p,2.23,-3.65,7.61
HIP 40160,123.02525761,-43.40045038,6.48,K3III:,0.48,-5.02,4.4
HIP 40167,123.05295353,17.64813756,4.67,G0V,39.11,28.29,-150.94
HIP 40183,123.12831936,-46.26430821,6.0,B5V,4.62,-5.5,9.34
HIP 40215,123.20328577,68.47405416,5.34,G8II,3.07,-1.05,7.32
HIP 40220,123.21482669,-37.92446687,6.4,A3V,5.81,-3.9,-1.24
HIP 40231,123.24890279,16.51434897,6.03,G8III,6.18,-10.85,-12.03
HIP 40240,123.28697716,29.6565862,5.62,B9p SiCr,3.74,-10.39,-20.48
HIP 40259,123.33322933,-15.78821451,4.99,G5Ib/II,2.65,-11.52,-2.85
HIP 40263,123.34080229,-1.16589834,6.48,K0,6.28,-28.75,5.39
HIP 40274,123.37301019,-35.89954225,4.78,B2ne,3.33,-7.3,10.07
HIP 40282,123.39261076,-50.19606698,5.52,M1III,4.33,21.68,-1.96
HIP 40285,123.40068034,-46.9916532,5.14,B2.5IV,3.36,-10.31,10.34
HIP 40291,123.4210439,-33.56955241,6.38,K2III,8.65,33.76,9.96
HIP 40299,123.44024303,-46.57869454,6.49,B3V,3.23,-8.26,4.32
HIP 40305,123.45916037,56.45231827,5.88,G9III,6.59,-21.44,-29.59
HIP 40321,123.49299197,-36.32229977,5.09,B2V:,2.77,-8.66,7.89
HIP 40324,123.49460507,-36.34079527,6.11,B2IV/V,2.2,-7.21,7.69
HIP 40326,123.51202967,-40.34773028,4.42,K1II/III,10.5,44.84,-65.79
HIP 40341,123.54599673,-32.14072755,6.07,B2V,2.07,-7.01,6.79
HIP 40342,123.54642043,17.67591954,6.47,A0Vne...,9.91,0.89,14.75
HIP 40344,123.55537215,-35.49007215,5.77,K1III,14.38,-46.16,21.91
HIP 40354,123.58752479,13.04834017,6.39,G8III,4.2,-18.85,-18.35
HIP 40357,123.599493,-45.83454842,5.86,B2IV-V,3.61,-8.83,10.71
HIP 40397,123.71352105,-46.48591091,6.45,B3Vnne,2.45,-5.24,7.94
HIP 40429,123.81647486,-62.91561677,5.16,A+...,13.47,-26.87,-10.95
HIP 40433,123.84695805,-50.44920558,6.44,K3/K4III,4.44,-16.19,-6.68
HIP 40474,123.96049771,60.3805832,6.43,A7Vm,6.53,-16.12,7.62
HIP 40476,123.96905389,-30.92591456,6.22,G6:III+...,9.34,-49.71,-12.32
HIP 40485,123.99511855,-35.90320668,6.15,K2III,1.72,-8.11,6.59
HIP 40526,124.12895101,9.18566295,3.53,K4III,11.23,-46.8,-48.65
HIP 40559,124.22484099,84.05768861,6.45,A3IV,5.74,-9.68,-19.14
HIP 40604,124.34641379,-16.28509282,6.32,A1V,3.8,-11.8,-7.68
HIP 40617,124.38191524,8.86632545,6.28,G8III,3.07,-13.49,-6.5
HIP 40639,124.44230214,-36.06759473,6.42,M0III + A3/5,0.76,-3.44,1.51
HIP 40646,124.46008016,59.57112846,5.63,A7IV,10.73,-4.22,1.85
HIP 40655,124.48246427,-59.16676267,6.47,F5V,12.84,-49.04,-25.86
HIP 40656,124.49275494,-30.00370618,6.43,K0III,6.99,30.08,3.81
HIP 40675,124.56013945,15.67793154,6.42,K0,6.72,-18.83,-4.71
HIP 40677,124.56587279,54.14376822,6.26,K5,3.06,-21.3,-29.62
HIP 40678,124.57244799,-35.45170517,5.59,K2III,7.9,11.4,1.01
HIP 40680,124.57823985,-65.6132455,5.06,K1III,11.01,20.7,22.11
HIP 40693,124.5990846,-12.62976955,5.95,K0V,79.48,279.3,-989.03
HIP 40702,124.6302785,-76.91998251,4.05,F5III,51.4,109.84,106.92
HIP 40706,124.6391383,-36.65953286,4.44,A4m...,35.06,-111.27,100.62
HIP 40749,124.77332023,-48.19787583,6.45,B3V,3.96,-14.37,9.39
HIP 40766,124.81294976,-10.16584342,6.31,F3IIIp,9.24,-44.81,36.9
HIP 40772,124.82159867,62.50713912,5.73,G8III,6.93,-20.48,8.41
HIP 40787,124.87299244,-34.59014713,6.44,B8Ib/II,4.0,-8.88,4.31
HIP 40793,124.88421821,75.75686931,5.55,G8III,11.18,32.28,15.76
HIP 40817,124.95414818,-71.51499632,5.33,B9III/IV,8.35,-17.29,37.04
HIP 40818,124.957701,3.94808579,6.04,G8III,5.63,26.42,-22.09
HIP 40834,125.0023296,-71.50546247,5.63,A0p,8.25,-17.73,35.09
HIP 40843,125.01613464,27.21862138,5.13,F6V,55.17,-18.38,-376.26
HIP 40858,125.05406858,-0.90910329,6.18,F9V,24.5,39.29,-86.53
HIP 40859,125.07088469,-5.32982448,6.12,K2III,6.32,14.92,-43.27
HIP 40866,125.0872189,20.74783186,5.8,K1III,6.39,64.81,-45.59
HIP 40875,125.10832165,57.74324466,5.89,F4V,31.57,57.08,13.92
HIP 40876,125.1139952,-22.92467992,6.12,G8/K0III,4.58,-16.72,0.15
HIP 40881,125.13395549,24.02235699,5.92,B9.5V,7.78,-20.67,-17.84
HIP 40888,125.16203304,-77.4845764,4.34,K0III-IV,21.22,-129.09,40.78
HIP 40889,125.16798187,72.40729324,6.0,M0III,3.44,2.52,-24.97
HIP 40926,125.28186889,-64.10595398,6.11,G6/G8III,7.02,-7.58,-19.95
HIP 40932,125.30042487,-57.97323049,5.96,B1.5III,1.37,-3.07,4.24
HIP 40943,125.33770565,-36.48419365,5.18,B2IV-V+...,2.0,-8.04,6.98
HIP 40944,125.33843502,-20.07901245,5.58,A3V,7.25,-2.58,-18.81
HIP 40945,125.34597645,-33.05437199,4.83,K2/K3III,3.89,-11.31,2.38
HIP 40947,125.35075062,-39.62072962,6.15,A4V,14.89,7.33,6.47
HIP 40990,125.47776027,-17.58630046,5.71,K0III,11.4,-92.42,-13.93
HIP 41003,125.51884143,-73.40005893,5.28,A0/A1IV/V,9.16,-31.12,30.19
HIP 41011,125.53959122,74.82025381,6.4,K0III...,7.0,48.34,45.3
HIP 41036,125.62582952,-6.17915957,6.14,A8IV,15.36,-59.21,0.8
HIP 41037,125.62860299,-59.50953829,1.86,K3III+B2V,5.16,-25.34,22.72
HIP 41039,125.63207774,-48.49039742,4.79,B1V,2.16,-6.28,6.81
HIP 41060,125.68357766,60.63124111,6.42,K0III,7.34,9.13,-2.12
HIP 41067,125.69529395,-13.05467864,6.13,K0III,7.93,-39.54,-47.09
HIP 41074,125.70808174,-26.34823475,5.88,F2Iab,-0.06,-5.06,6.2
HIP 41075,125.70887544,43.18837233,4.25,K5III,8.39,-25.62,-99.44
HIP 41080,125.72542177,-7.54313579,5.92,M1III,3.92,-9.84,6.28
HIP 41081,125.72991589,-52.12377702,5.89,A0V,13.68,-22.75,19.48
HIP 41107,125.82055829,-38.2860638,6.28,M2III,2.33,0.59,-6.17
HIP 41117,125.84113148,18.33228008,5.94,A9V,8.26,-53.59,-33.05
HIP 41152,125.95220483,53.21995142,5.52,A3V,19.46,-27.58,-98.39
HIP 41163,125.98003581,10.63211638,6.11,M2III,2.93,3.69,-22.13
HIP 41191,126.08492509,-80.91471955,5.67,G8III,12.93,-151.92,213.07
HIP 41208,126.13794451,82.4308223,6.28,A2Vn,4.8,-19.31,-25.9
HIP 41211,126.14640836,-3.75117744,5.61,F3V,36.75,-211.0,-25.83
HIP 41214,126.15175238,-4.71686289,6.03,F2V,15.46,25.73,-56.3
HIP 41224,126.1781942,42.00521805,6.02,K5III,3.12,9.02,9.84
HIP 41242,126.22998546,-23.15381698,5.67,A1III/IV,5.17,-26.59,29.66
HIP 41250,126.23839828,-42.76985034,5.97,B3V,1.05,-12.12,6.83
HIP 41260,126.26565742,-24.04626227,5.32,K4/K5III,6.44,-28.98,20.49
HIP 41262,126.27039729,35.01143577,6.08,K0,4.57,-12.43,-11.14
HIP 41282,126.3292623,-21.04610608,6.01,F2/F3V,29.46,-34.39,61.85
HIP 41296,126.38058013,-51.72745683,5.18,B2V,4.84,-14.68,17.14
HIP 41299,126.39812618,2.10224935,5.74,K5III,5.42,-21.42,-16.4
HIP 41306,126.41403707,-17.43940312,6.44,K1III,4.67,-11.58,-0.7
HIP 41307,126.41529546,-3.90636482,3.91,A0V,26.09,-66.05,-24.2
HIP 41312,126.43435936,-66.13652042,3.77,K2IIIvar,30.21,-35.83,-152.15
HIP 41319,126.45830668,17.0466377,6.11,F6V,22.24,-192.75,-152.48
HIP 41321,126.46507032,-64.60065452,5.95,G8/K0III,9.11,-15.03,15.18
HIP 41323,126.46634614,-42.15310407,5.45,B3V,4.01,-16.47,13.36
HIP 41325,126.47828013,7.56452889,5.13,G8II,9.08,-33.74,-9.57
HIP 41328,126.48165253,-14.9297554,5.96,A3m...,9.79,-10.96,38.68
HIP 41361,126.57390136,-39.05897459,6.07,B9IV/V,5.32,-7.92,7.76
HIP 41373,126.60517431,-52.80750215,6.05,A0V,14.07,-37.95,1.04
HIP 41375,126.61345247,-3.98729976,5.6,A5III-IV,18.83,-34.28,-73.76
HIP 41377,126.61553314,27.89386239,5.58,K5III,8.19,-34.48,-114.89
HIP 41395,126.67502883,-12.53453988,5.52,K1/K2III,12.17,-92.03,-25.69
HIP 41400,126.68312445,12.65486252,5.56,M3III,3.1,-17.37,-103.01
HIP 41404,126.69614859,26.9354857,6.3,A3V+...,11.78,-9.57,1.27
HIP 41426,126.74097365,-52.70484071,6.49,F5V...,18.49,-92.33,-45.15
HIP 41449,126.81847379,-31.67272366,6.33,G8III,4.76,-22.65,-4.34
HIP 41451,126.81994813,-70.09359517,5.51,A0V,11.43,-18.51,46.57
HIP 41483,126.90271156,-53.08853976,5.08,A9/F0III/IV,16.01,-67.63,24.72
HIP 41484,126.9033388,45.65384111,6.32,G5V,45.89,-18.98,-351.48
HIP 41515,126.99760675,-35.11378822,5.75,B2V,3.26,-6.91,11.03
HIP 41547,127.08241484,-8.81618099,6.43,K0,3.84,15.32,-40.77
HIP 41564,127.12149299,-2.51710024,6.42,A5m,11.73,-10.34,-10.59
HIP 41574,127.15335153,24.14505062,6.05,F0Vn,12.01,-39.17,-47.96
HIP 41578,127.15561552,14.21085416,5.94,A5V,10.6,-13.81,-13.08
HIP 41597,127.21252354,-9.74859459,6.01,F2III,3.31,-4.28,5.01
HIP 41616,127.26982565,-47.92893948,5.33,B2IV,1.99,-7.77,6.72
HIP 41621,127.2815535,-44.16043155,5.82,B2V,2.04,-7.39,7.5
HIP 41639,127.36453332,-44.72482773,5.03,B+...,0.47,-5.85,6.41
HIP 41644,127.37424503,-54.211802,6.44,Ap Si,4.53,-21.12,16.97
HIP 41653,127.40165094,-55.19090363,6.36,G0V,4.52,-9.69,-13.23
HIP 41674,127.44022551,-46.33172799,5.98,B7IV,5.18,-25.27,14.48
HIP 41676,127.44289151,67.29741477,5.89,G8III,10.12,-65.13,10.67
HIP 41704,127.56679232,60.7184311,3.35,G4II-III,17.76,-134.31,-107.73
HIP 41723,127.61924898,-32.15928753,5.61,K3III,2.73,-12.67,0.97
HIP 41737,127.66349041,-44.73733165,6.3,B4V,1.46,-9.65,4.9
HIP 41781,127.79432795,-47.86664025,6.39,B2.5V,3.1,-13.82,8.49
HIP 41798,127.83323549,37.2650151,6.18,A0V,4.13,-14.56,-29.85
HIP 41806,127.85291267,-39.06413261,6.31,B5V,2.09,-5.92,9.3
HIP 41813,127.87321243,-54.39390506,6.34,K3III,6.64,15.43,-43.1
HIP 41816,127.87738017,24.08121618,5.71,F0IIIn,13.75,-82.12,-45.72
HIP 41817,127.87893332,-19.57743956,5.42,B9.5IV/V,8.56,-33.24,-9.14
HIP 41822,127.8990288,18.09455771,5.33,K5III,6.6,-60.05,-56.5
HIP 41861,128.02072039,-53.21196039,5.68,G8III+...,3.57,-16.2,16.78
HIP 41893,128.13912451,-15.03019733,6.38,A7IV/V,14.1,-48.98,22.21
HIP 41894,128.13932858,53.11502806,6.23,K0IV,16.65,9.87,-74.13
HIP 41904,128.16611526,10.06602306,6.48,A1V,6.03,5.89,-6.22
HIP 41905,128.16880542,-47.04213104,6.49,K2III,5.01,-13.29,9.61
HIP 41907,128.17448213,-73.35696538,6.11,G8III,8.55,-54.26,72.09
HIP 41909,128.17718645,20.44127049,5.33,K3III,10.46,-44.65,-44.71
HIP 41926,128.21774079,-31.50270424,6.38,K0V,82.15,-1113.64,761.73
HIP 41927,128.22196648,69.31996254,6.31,K0,5.27,22.92,-25.21
HIP 41935,128.22939892,38.01678677,5.88,K2III,15.53,-104.55,-172.32
HIP 41939,128.24380764,-34.63404652,6.36,G8III,7.65,-18.26,3.27
HIP 41940,128.25060265,24.08490572,6.35,G9III,7.75,-64.67,-47.47
HIP 41941,128.25777973,-45.75292764,6.36,B5III,1.33,-8.86,9.06
HIP 41949,128.27019048,-24.60689225,6.19,F2IV/V,12.78,2.48,-28.03
HIP 41970,128.33278556,-38.3706896,6.48,B2/B3V,2.39,-10.72,5.73
HIP 41975,128.34098179,36.43642315,6.2,F5Vbwvar,26.8,-145.01,2.6
HIP 41986,128.3761528,-46.97067315,6.25,K3III,1.65,-2.89,4.78
HIP 42001,128.41019515,-38.8488327,5.92,B5III,3.95,-21.04,7.43
HIP 42008,128.4311946,4.75701524,5.89,G5III,0.6,-14.3,-6.17
HIP 42010,128.43776897,13.25742717,6.26,K0III,10.67,-32.22,-47.59
HIP 42028,128.50682149,-2.15160482,5.8,A1V,10.0,-33.38,20.68
HIP 42049,128.55561363,8.45237417,6.04,F3IV,17.22,6.45,-14.42
HIP 42070,128.62192854,-37.61119548,6.28,M0III,3.3,-11.49,10.84
HIP 42071,128.62386686,-27.09819859,6.4,K3III,3.15,-37.72,15.41
HIP 42075,128.63313216,-32.59839612,6.41,G5V,15.93,-10.74,-143.01
HIP 42080,128.6507805,65.14527349,5.47,A2m,20.63,-47.06,-42.5
HIP 42088,128.68170313,-49.94424627,5.01,K1/K2II,3.72,-12.56,17.66
HIP 42090,128.68293147,36.41971903,5.76,A2Vnn,10.17,-26.73,-41.19
HIP 42123,128.80200479,-39.97055528,6.44,G1V,27.53,74.22,42.6
HIP 42129,128.81491578,-58.22476298,5.27,B3V+...,3.39,-21.11,11.56
HIP 42134,128.83186765,-58.0092947,4.84,K0III,14.21,53.8,27.3
HIP 42142,128.85398701,2.74344025,6.35,G9III,5.92,-1.5,3.8
HIP 42146,128.86754708,-7.98233083,5.72,A1spe...,12.15,-21.98,16.14
HIP 42147,128.86967445,-26.84353277,5.95,A1V+...,3.89,-31.26,18.68
